order_item_id,order_id,product_id,quantity,unit_price,discount_pct,item_total
OI000150,O00088,P009,1,349,5,331.55
OI000151,O00089,P021,1,399,25,299.25
OI000152,O00090,P021,2,399,10,718.2
OI000153,O00090,P027,1,399,25,299.25
OI000154,O00090,P024,1,799,15,679.15
OI000155,O00091,P015,3,449,15,1144.95
OI000156,O00092,P026,1,449,5,426.55
OI000157,O00093,P005,1,699,10,629.1
OI000158,O00094,P024,1,799,15,679.15
OI000159,O00094,P014,1,499,5,474.05
OI000160,O00094,P006,1,599,0,599.0
OI000161,O00095,P004,1,649,10,584.1
OI000162,O00095,P028,1,249,0,249.0
OI000163,O00096,P015,1,449,10,404.1
OI000164,O00097,P003,1,699,5,664.05
OI000165,O00098,P020,1,349,10,314.1
OI000166,O00098,P007,1,699,15,594.15
OI000167,O00099,P009,1,349,20,279.2
OI000168,O00100,P016,1,299,15,254.15
OI000169,O00101,P008,1,799,10,719.1
OI000170,O00102,P011,1,349,20,279.2
OI000171,O00103,P011,1,349,25,261.75
OI000172,O00103,P002,1,599,10,539.1
OI000173,O00103,P019,1,399,20,319.2
OI000174,O00104,P023,2,499,10,898.2
OI000175,O00104,P011,1,349,20,279.2
OI000176,O00104,P024,1,799,10,719.1
OI000177,O00105,P006,1,599,5,569.05
OI000178,O00106,P001,1,549,5,521.55
OI000179,O00107,P022,1,499,10,449.1
OI000180,O00107,P005,1,699,15,594.15
OI000181,O00108,P003,1,699,10,629.1
OI000182,O00109,P010,1,399,0,399.0
OI000183,O00110,P006,1,599,10,539.1
OI000184,O00111,P010,1,399,10,359.1
OI000185,O00111,P018,1,349,10,314.1
OI000186,O00112,P007,1,699,0,699.0
OI000187,O00113,P006,3,599,10,1617.3
OI000188,O00114,P027,1,399,0,399.0
OI000189,O00115,P010,1,399,5,379.05
OI000190,O00115,P005,1,699,20,559.2
OI000191,O00116,P008,1,799,5,759.05
OI000192,O00117,P015,1,449,0,449.0
OI000193,O00118,P007,1,699,5,664.05
OI000194,O00119,P012,1,449,5,426.55
OI000195,O00119,P017,1,299,0,299.0
OI000196,O00120,P012,2,449,0,898.0
OI000197,O00120,P018,1,349,10,314.1
OI000198,O00121,P004,1,649,0,649.0
OI000199,O00121,P018,1,349,5,331.55
OI000200,O00122,P010,1,399,5,379.05
OI000201,O00122,P009,1,349,5,331.55
OI000202,O00122,P008,1,799,10,719.1
OI000203,O00122,P028,1,249,5,236.55
OI000204,O00123,P014,1,499,5,474.05
OI000205,O00123,P012,2,449,0,898.0
OI000206,O00123,P028,2,249,15,423.3
OI000207,O00123,P007,1,699,10,629.1
OI000208,O00124,P021,1,399,5,379.05
OI000209,O00125,P021,1,399,15,339.15
OI000210,O00126,P019,1,399,5,379.05
OI000211,O00127,P018,2,349,0,698.0
OI000212,O00127,P014,1,499,10,449.1
OI000213,O00127,P002,1,599,10,539.1
OI000214,O00127,P010,1,399,5,379.05
OI000215,O00128,P028,1,249,5,236.55
OI000216,O00128,P012,1,449,15,381.65
OI000217,O00129,P028,1,249,25,186.75
OI000218,O00130,P001,1,549,10,494.1
OI000219,O00130,P017,1,299,5,284.05
OI000220,O00131,P004,1,649,15,551.65
OI000221,O00132,P007,2,699,5,1328.1
OI000222,O00133,P027,1,399,15,339.15
OI000223,O00134,P006,1,599,15,509.15
OI000224,O00134,P028,1,249,20,199.2
OI000225,O00135,P018,1,349,15,296.65
OI000226,O00136,P021,2,399,5,758.1
OI000227,O00137,P008,1,799,5,759.05
OI000228,O00137,P013,2,399,15,678.3
OI000229,O00137,P027,1,399,20,319.2
OI000230,O00138,P004,1,649,0,649.0
OI000231,O00138,P004,3,649,10,1752.3
OI000232,O00139,P023,1,499,10,449.1
OI000233,O00140,P010,1,399,25,299.25
OI000234,O00141,P001,1,549,5,521.55
OI000235,O00142,P011,2,349,20,558.4
OI000236,O00143,P007,1,699,20,559.2
OI000237,O00143,P004,1,649,20,519.2
OI000238,O00144,P014,1,499,5,474.05
OI000239,O00145,P028,1,249,10,224.1
OI000240,O00145,P015,1,449,0,449.0
OI000241,O00146,P019,1,399,10,359.1
OI000242,O00147,P014,1,499,10,449.1
OI000243,O00147,P012,1,449,10,404.1
OI000244,O00148,P022,2,499,0,998.0
OI000245,O00148,P007,1,699,0,699.0
OI000246,O00149,P026,1,449,5,426.55
OI000247,O00149,P002,1,599,0,599.0
OI000248,O00150,P002,1,599,25,449.25
OI000249,O00151,P012,3,449,5,1279.65
OI000250,O00152,P014,1,499,25,374.25
OI000251,O00153,P008,2,799,5,1518.1
OI000252,O00154,P008,1,799,0,799.0
OI000253,O00154,P018,1,349,5,331.55
OI000254,O00155,P013,1,399,15,339.15
OI000255,O00155,P008,2,799,5,1518.1
OI000256,O00155,P020,1,349,5,331.55
OI000257,O00156,P014,1,499,20,399.2
OI000258,O00156,P009,1,349,15,296.65
OI000259,O00157,P001,1,549,0,549.0
OI000260,O00158,P004,2,649,20,1038.4
OI000261,O00158,P024,1,799,0,799.0
OI000262,O00159,P018,1,349,10,314.1
OI000263,O00159,P001,1,549,5,521.55
OI000264,O00160,P013,1,399,5,379.05
OI000265,O00160,P003,2,699,15,1188.3
OI000266,O00160,P013,1,399,0,399.0
OI000267,O00161,P009,1,349,20,279.2
OI000268,O00162,P002,1,599,0,599.0
OI000269,O00162,P021,1,399,10,359.1
OI000270,O00163,P020,1,349,0,349.0
OI000271,O00163,P024,1,799,5,759.05
OI000272,O00164,P015,1,449,25,336.75
OI000273,O00165,P014,1,499,10,449.1
OI000274,O00165,P012,2,449,0,898.0
OI000275,O00165,P014,2,499,0,998.0
OI000276,O00166,P014,1,499,15,424.15
OI000277,O00167,P025,1,599,20,479.2
OI000278,O00167,P026,3,449,10,1212.3
OI000279,O00168,P002,1,599,15,509.15
OI000280,O00169,P011,1,349,20,279.2
OI000281,O00169,P004,2,649,0,1298.0
OI000282,O00170,P002,2,599,10,1078.2
OI000283,O00170,P015,1,449,0,449.0
OI000284,O00170,P010,1,399,10,359.1
OI000285,O00170,P011,1,349,5,331.55
OI000286,O00171,P009,3,349,10,942.3
OI000287,O00172,P024,1,799,10,719.1
OI000288,O00173,P002,1,599,15,509.15
OI000289,O00174,P026,1,449,15,381.65
OI000290,O00175,P018,1,349,10,314.1
OI000291,O00176,P014,1,499,10,449.1
OI000292,O00177,P008,2,799,0,1598.0
OI000293,O00177,P002,1,599,25,449.25
OI000294,O00177,P004,1,649,5,616.55
OI000295,O00178,P004,1,649,5,616.55
OI000296,O00179,P007,2,699,5,1328.1
OI000297,O00180,P006,2,599,5,1138.1
OI000298,O00180,P006,1,599,10,539.1
OI000299,O00181,P012,1,449,5,426.55
OI000300,O00182,P003,1,699,10,629.1
OI000301,O00182,P023,2,499,10,898.2
OI000302,O00183,P015,1,449,20,359.2
OI000303,O00183,P025,1,599,5,569.05
OI000304,O00183,P007,1,699,0,699.0
OI000305,O00184,P003,1,699,10,629.1
OI000306,O00184,P013,1,399,10,359.1
OI000307,O00185,P016,1,299,0,299.0
OI000308,O00186,P022,2,499,15,848.3
OI000309,O00187,P009,1,349,15,296.65
OI000310,O00187,P023,1,499,5,474.05
OI000311,O00188,P012,1,449,0,449.0
OI000312,O00188,P024,1,799,0,799.0
OI000313,O00189,P008,1,799,15,679.15
OI000314,O00190,P004,1,649,0,649.0
OI000315,O00190,P014,1,499,10,449.1
OI000316,O00190,P026,2,449,0,898.0
OI000317,O00191,P012,2,449,5,853.1
OI000318,O00192,P010,1,399,10,359.1
OI000319,O00193,P002,1,599,10,539.1
OI000320,O00193,P001,1,549,15,466.65
OI000321,O00193,P026,2,449,10,808.2
OI000322,O00194,P015,1,449,5,426.55
OI000323,O00194,P020,1,349,10,314.1
OI000324,O00194,P008,1,799,5,759.05
OI000325,O00195,P016,1,299,0,299.0
OI000326,O00195,P027,1,399,0,399.0
OI000327,O00196,P003,2,699,15,1188.3
OI000328,O00197,P005,1,699,10,629.1
OI000329,O00198,P005,1,699,20,559.2
OI000330,O00198,P003,1,699,0,699.0
OI000331,O00198,P016,1,299,20,239.2
OI000332,O00198,P002,1,599,15,509.15
OI000333,O00199,P028,1,249,15,211.65
OI000334,O00200,P025,1,599,10,539.1
OI000335,O00200,P014,1,499,25,374.25
OI000336,O00201,P006,1,599,0,599.0
OI000337,O00202,P001,1,549,20,439.2
OI000338,O00202,P011,1,349,15,296.65
OI000339,O00203,P010,1,399,20,319.2
OI000340,O00204,P011,1,349,5,331.55
OI000341,O00205,P016,1,299,0,299.0
OI000342,O00206,P009,1,349,15,296.65
OI000343,O00207,P003,1,699,0,699.0
OI000344,O00208,P018,1,349,0,349.0
OI000345,O00209,P011,1,349,20,279.2
OI000346,O00210,P004,1,649,15,551.65
OI000347,O00211,P005,1,699,10,629.1
OI000348,O00212,P026,1,449,20,359.2
OI000349,O00213,P025,3,599,15,1527.45
OI000350,O00214,P001,1,549,0,549.0
OI000351,O00215,P008,1,799,20,639.2
OI000352,O00216,P024,1,799,5,759.05
OI000353,O00217,P008,2,799,10,1438.2
OI000354,O00218,P012,2,449,5,853.1
OI000355,O00219,P007,2,699,10,1258.2
OI000356,O00219,P004,1,649,15,551.65
OI000357,O00220,P017,1,299,10,269.1
OI000358,O00221,P007,1,699,20,559.2
OI000359,O00222,P021,1,399,5,379.05
OI000360,O00222,P006,1,599,5,569.05
OI000361,O00223,P020,1,349,25,261.75
OI000362,O00223,P013,2,399,15,678.3
OI000363,O00224,P016,1,299,10,269.1
OI000364,O00225,P016,1,299,25,224.25
OI000365,O00225,P007,1,699,15,594.15
OI000366,O00226,P007,1,699,0,699.0
OI000367,O00227,P027,1,399,15,339.15
OI000368,O00227,P008,1,799,10,719.1
OI000369,O00227,P004,1,649,10,584.1
OI000370,O00228,P017,1,299,15,254.15
OI000371,O00229,P009,1,349,15,296.65
OI000372,O00230,P025,1,599,0,599.0
OI000373,O00230,P021,1,399,15,339.15
OI000374,O00230,P026,1,449,10,404.1
OI000375,O00231,P010,1,399,15,339.15
OI000376,O00232,P012,1,449,5,426.55
OI000377,O00232,P004,2,649,0,1298.0
OI000378,O00232,P011,1,349,15,296.65
OI000379,O00232,P003,1,699,0,699.0
OI000380,O00233,P012,1,449,5,426.55
OI000381,O00234,P008,1,799,10,719.1
OI000382,O00235,P019,1,399,10,359.1
OI000383,O00236,P015,1,449,0,449.0
OI000384,O00236,P009,2,349,5,663.1
OI000385,O00236,P028,1,249,0,249.0
OI000386,O00236,P008,2,799,5,1518.1
OI000387,O00237,P007,1,699,0,699.0
OI000388,O00238,P028,1,249,10,224.1
OI000389,O00238,P009,2,349,0,698.0
OI000390,O00239,P015,1,449,10,404.1
OI000391,O00239,P027,1,399,5,379.05
OI000392,O00240,P016,1,299,5,284.05
OI000393,O00241,P011,1,349,10,314.1
OI000394,O00241,P026,1,449,5,426.55
OI000395,O00242,P010,1,399,15,339.15
OI000396,O00243,P005,1,699,15,594.15
OI000397,O00244,P007,1,699,0,699.0
OI000398,O00244,P013,1,399,15,339.15
OI000399,O00245,P024,2,799,15,1358.3
OI000400,O00245,P009,1,349,10,314.1
OI000401,O00246,P026,1,449,5,426.55
OI000402,O00246,P005,1,699,5,664.05
OI000403,O00247,P006,1,599,15,509.15
OI000404,O00248,P020,1,349,5,331.55
OI000405,O00248,P006,2,599,5,1138.1
OI000406,O00249,P006,1,599,20,479.2
OI000407,O00249,P002,2,599,10,1078.2
OI000408,O00249,P021,2,399,15,678.3
OI000409,O00249,P006,1,599,0,599.0
OI000410,O00250,P021,1,399,5,379.05
OI000411,O00250,P022,1,499,15,424.15
OI000412,O00250,P017,1,299,10,269.1
OI000413,O00251,P012,3,449,15,1144.95
OI000414,O00252,P016,2,299,15,508.3
OI000415,O00253,P028,1,249,5,236.55
OI000416,O00253,P005,1,699,5,664.05
OI000417,O00253,P017,1,299,5,284.05
OI000418,O00254,P021,1,399,5,379.05
OI000419,O00254,P006,1,599,5,569.05
OI000420,O00254,P018,2,349,15,593.3
OI000421,O00255,P011,2,349,25,523.5
OI000422,O00256,P006,2,599,25,898.5
OI000423,O00257,P009,1,349,25,261.75
OI000424,O00258,P012,1,449,20,359.2
OI000425,O00258,P028,1,249,15,211.65
OI000426,O00258,P007,2,699,10,1258.2
OI000427,O00258,P009,1,349,0,349.0
OI000428,O00259,P002,1,599,10,539.1
OI000429,O00260,P016,3,299,0,897.0
OI000430,O00260,P005,1,699,0,699.0
OI000431,O00261,P028,1,249,5,236.55
OI000432,O00262,P015,1,449,20,359.2
OI000433,O00263,P013,1,399,5,379.05
OI000434,O00263,P014,1,499,15,424.15
OI000435,O00264,P021,1,399,15,339.15
OI000436,O00265,P015,1,449,0,449.0
OI000437,O00265,P010,1,399,10,359.1
OI000438,O00266,P021,1,399,25,299.25
OI000439,O00267,P010,1,399,10,359.1
OI000440,O00268,P017,1,299,15,254.15
OI000441,O00269,P010,1,399,0,399.0
OI000442,O00269,P001,1,549,10,494.1
OI000443,O00270,P027,2,399,0,798.0
OI000444,O00270,P016,1,299,0,299.0
OI000445,O00271,P020,1,349,10,314.1
OI000446,O00271,P004,1,649,0,649.0
OI000447,O00272,P001,1,549,15,466.65
OI000448,O00273,P026,2,449,5,853.1
OI000449,O00273,P025,1,599,0,599.0
OI000450,O00274,P017,1,299,5,284.05
OI000451,O00275,P009,2,349,10,628.2
OI000452,O00275,P010,1,399,10,359.1
OI000453,O00276,P007,2,699,5,1328.1
OI000454,O00276,P005,1,699,15,594.15
OI000455,O00276,P002,2,599,0,1198.0
OI000456,O00276,P001,1,549,5,521.55
OI000457,O00277,P024,1,799,20,639.2
OI000458,O00277,P014,2,499,25,748.5
OI000459,O00277,P003,1,699,25,524.25
OI000460,O00278,P025,1,599,10,539.1
OI000461,O00278,P004,1,649,0,649.0
OI000462,O00278,P007,1,699,5,664.05
OI000463,O00279,P004,1,649,15,551.65
OI000464,O00280,P011,2,349,15,593.3
OI000465,O00281,P016,2,299,0,598.0
OI000466,O00281,P015,1,449,15,381.65
OI000467,O00282,P018,2,349,20,558.4
OI000468,O00282,P008,1,799,0,799.0
OI000469,O00282,P008,1,799,10,719.1
OI000470,O00283,P024,1,799,5,759.05
OI000471,O00283,P002,1,599,20,479.2
OI000472,O00284,P025,1,599,5,569.05
OI000473,O00285,P026,1,449,0,449.0
OI000474,O00285,P011,1,349,5,331.55
OI000475,O00286,P021,1,399,5,379.05
OI000476,O00286,P014,1,499,0,499.0
OI000477,O00287,P010,1,399,5,379.05
OI000478,O00288,P010,2,399,10,718.2
OI000479,O00289,P005,1,699,15,594.15
OI000480,O00290,P009,1,349,0,349.0
OI000481,O00291,P008,2,799,5,1518.1
OI000482,O00292,P012,1,449,10,404.1
OI000483,O00292,P011,2,349,5,663.1
OI000484,O00293,P018,1,349,10,314.1
OI000485,O00293,P015,2,449,15,763.3
OI000486,O00293,P024,1,799,0,799.0
OI000487,O00294,P013,1,399,5,379.05
OI000488,O00294,P027,2,399,15,678.3
OI000489,O00295,P002,3,599,10,1617.3
OI000490,O00296,P010,1,399,5,379.05
OI000491,O00297,P015,2,449,0,898.0
OI000492,O00298,P023,1,499,15,424.15
OI000493,O00299,P011,2,349,5,663.1
OI000494,O00300,P014,1,499,15,424.15
OI000495,O00300,P012,1,449,5,426.55
OI000496,O00301,P021,2,399,20,638.4
OI000497,O00302,P014,1,499,15,424.15
OI000498,O00303,P013,1,399,0,399.0
OI000499,O00303,P020,1,349,15,296.65
OI000500,O00304,P005,1,699,15,594.15
OI000501,O00305,P027,1,399,0,399.0
OI000502,O00305,P001,3,549,10,1482.3
OI000503,O00305,P012,1,449,5,426.55
OI000504,O00305,P017,1,299,0,299.0
OI000505,O00306,P026,2,449,20,718.4
OI000506,O00307,P026,2,449,5,853.1
OI000507,O00307,P002,3,599,5,1707.15
OI000508,O00308,P011,1,349,0,349.0
OI000509,O00309,P010,1,399,15,339.15
OI000510,O00310,P010,1,399,0,399.0
OI000511,O00310,P002,3,599,20,1437.6
OI000512,O00311,P010,1,399,0,399.0
OI000513,O00311,P003,2,699,5,1328.1
OI000514,O00312,P011,1,349,0,349.0
OI000515,O00312,P008,1,799,0,799.0
OI000516,O00313,P003,1,699,10,629.1
OI000517,O00314,P006,2,599,10,1078.2
OI000518,O00315,P004,1,649,15,551.65
OI000519,O00316,P004,1,649,15,551.65
OI000520,O00317,P021,1,399,5,379.05
OI000521,O00317,P021,2,399,0,798.0
OI000522,O00318,P004,2,649,15,1103.3
OI000523,O00319,P003,1,699,5,664.05
OI000524,O00319,P026,2,449,10,808.2
OI000525,O00320,P005,1,699,10,629.1
OI000526,O00320,P009,3,349,5,994.65
OI000527,O00321,P003,1,699,10,629.1
OI000528,O00322,P011,1,349,5,331.55
OI000529,O00323,P025,1,599,5,569.05
OI000530,O00324,P010,1,399,10,359.1
OI000531,O00325,P009,2,349,10,628.2
OI000532,O00325,P002,1,599,15,509.15
OI000533,O00326,P006,3,599,25,1347.75
OI000534,O00326,P017,1,299,15,254.15
OI000535,O00327,P028,2,249,5,473.1
OI000536,O00327,P027,1,399,5,379.05
OI000537,O00328,P002,2,599,5,1138.1
OI000538,O00329,P008,1,799,5,759.05
OI000539,O00329,P010,1,399,10,359.1
OI000540,O00330,P005,1,699,10,629.1
OI000541,O00330,P009,1,349,20,279.2
OI000542,O00330,P013,1,399,0,399.0
OI000543,O00330,P004,1,649,0,649.0
OI000544,O00331,P009,1,349,5,331.55
OI000545,O00332,P024,1,799,15,679.15
OI000546,O00333,P004,1,649,5,616.55
OI000547,O00334,P011,1,349,10,314.1
OI000548,O00334,P017,2,299,0,598.0
OI000549,O00334,P017,1,299,20,239.2
OI000550,O00335,P013,1,399,20,319.2
OI000551,O00335,P016,2,299,5,568.1
OI000552,O00335,P002,1,599,0,599.0
OI000553,O00336,P015,1,449,10,404.1
OI000554,O00337,P013,1,399,25,299.25
OI000555,O00338,P006,1,599,0,599.0
OI000556,O00339,P025,1,599,0,599.0
OI000557,O00339,P009,1,349,15,296.65
OI000558,O00340,P028,1,249,0,249.0
OI000559,O00341,P004,1,649,20,519.2
OI000560,O00341,P005,1,699,5,664.05
OI000561,O00342,P002,1,599,5,569.05
OI000562,O00343,P008,1,799,5,759.05
OI000563,O00344,P014,1,499,5,474.05
OI000564,O00344,P009,1,349,25,261.75
OI000565,O00345,P015,1,449,5,426.55
OI000566,O00345,P002,1,599,5,569.05
OI000567,O00346,P006,1,599,20,479.2
OI000568,O00347,P024,1,799,0,799.0
OI000569,O00348,P007,1,699,0,699.0
OI000570,O00348,P018,1,349,5,331.55
OI000571,O00349,P004,2,649,10,1168.2
OI000572,O00350,P014,1,499,0,499.0
OI000573,O00351,P009,1,349,5,331.55
OI000574,O00352,P027,1,399,5,379.05
OI000575,O00352,P019,1,399,10,359.1
OI000576,O00353,P014,2,499,0,998.0
OI000577,O00354,P002,1,599,15,509.15
OI000578,O00354,P025,1,599,10,539.1
OI000579,O00354,P024,2,799,10,1438.2
OI000580,O00354,P004,1,649,15,551.65
OI000581,O00355,P018,1,349,0,349.0
OI000582,O00356,P005,2,699,10,1258.2
OI000583,O00356,P004,2,649,0,1298.0
OI000584,O00357,P003,1,699,0,699.0
OI000585,O00358,P020,1,349,10,314.1
OI000586,O00359,P026,1,449,0,449.0
OI000587,O00359,P016,1,299,5,284.05
OI000588,O00360,P016,2,299,10,538.2
OI000589,O00361,P001,2,549,5,1043.1
OI000590,O00362,P026,2,449,25,673.5
OI000591,O00363,P012,1,449,15,381.65
OI000592,O00363,P003,1,699,20,559.2
OI000593,O00363,P020,1,349,10,314.1
OI000594,O00364,P017,1,299,20,239.2
OI000595,O00365,P026,1,449,5,426.55
OI000596,O00365,P019,1,399,15,339.15
OI000597,O00365,P014,1,499,10,449.1
OI000598,O00366,P026,1,449,5,426.55
OI000599,O00366,P018,2,349,25,523.5
OI000600,O00367,P012,1,449,5,426.55
OI000601,O00367,P014,1,499,10,449.1
OI000602,O00368,P021,1,399,5,379.05
OI000603,O00368,P017,3,299,0,897.0
OI000604,O00369,P008,2,799,15,1358.3
OI000605,O00369,P022,1,499,20,399.2
OI000606,O00369,P005,1,699,10,629.1
OI000607,O00369,P018,1,349,25,261.75
OI000608,O00370,P002,1,599,5,569.05
OI000609,O00371,P007,1,699,10,629.1
OI000610,O00371,P016,2,299,5,568.1
OI000611,O00371,P014,2,499,0,998.0
OI000612,O00372,P026,1,449,10,404.1
OI000613,O00373,P004,1,649,25,486.75
OI000614,O00373,P018,1,349,0,349.0
OI000615,O00374,P015,2,449,5,853.1
OI000616,O00375,P017,1,299,20,239.2
OI000617,O00375,P007,1,699,5,664.05
OI000618,O00375,P003,1,699,5,664.05
OI000619,O00375,P008,2,799,15,1358.3
OI000620,O00376,P021,1,399,0,399.0
OI000621,O00377,P001,1,549,15,466.65
OI000622,O00377,P007,1,699,10,629.1
OI000623,O00377,P026,1,449,15,381.65
OI000624,O00378,P004,1,649,15,551.65
OI000625,O00379,P026,1,449,20,359.2
OI000626,O00380,P008,1,799,25,599.25
OI000627,O00380,P020,1,349,5,331.55
OI000628,O00381,P020,1,349,0,349.0
OI000629,O00382,P004,1,649,15,551.65
OI000630,O00382,P027,3,399,10,1077.3
